time_sec,mean_error,rmse
12.4,0.044809714,0.51290345
12.450000000000001,0.044923533,0.5139308
12.5,0.045160208,0.5147325
12.55,0.04533525,0.51550794
12.600000000000001,0.045633156,0.51622987
12.65,0.045810785,0.5169586
12.700000000000001,0.04595116,0.5176544
12.75,0.045854643,0.51824325
12.8,0.045980006,0.5187437
12.850000000000001,0.045902353,0.51916754
12.9,0.045628663,0.5197369
12.950000000000001,0.045387276,0.5202074
13.0,0.0451625,0.52072066
13.05,0.04502587,0.5211581
13.100000000000001,0.045103274,0.5215017
13.15,0.04526312,0.52161026
13.200000000000001,0.04552378,0.5218633
13.25,0.045687217,0.5220649
13.3,0.04606011,0.52210474
13.350000000000001,0.046344206,0.52222735
13.4,0.046709366,0.52235717
13.450000000000001,0.046989903,0.5224922
13.5,0.0471676,0.5225004
13.55,0.04730759,0.5224384
13.600000000000001,0.047520895,0.5224631
13.65,0.04764298,0.52250385
13.700000000000001,0.047535375,0.52232397
13.75,0.04763617,0.5220442
13.8,0.047586825,0.5215983
13.850000000000001,0.047604706,0.5210424
13.9,0.047361515,0.52051246
13.950000000000001,0.046954326,0.5200586
14.0,0.046453357,0.5197843
14.05,0.045941375,0.51937675
14.100000000000001,0.04533933,0.5188873
14.15,0.044925034,0.5185095
14.200000000000001,0.044264004,0.5181334
14.25,0.043454614,0.5176313
14.3,0.0424428,0.5169251
14.350000000000001,0.041479535,0.51611406
14.4,0.04034962,0.51547825
14.450000000000001,0.039155506,0.5148114
14.5,0.03812402,0.5141587
14.55,0.037213106,0.513445
14.600000000000001,0.036235314,0.51270914
14.65,0.035296753,0.5120773
14.700000000000001,0.034410592,0.5114355
14.75,0.033747558,0.51081175
14.8,0.033169765,0.5101648
14.850000000000001,0.032617435,0.50944144
14.9,0.03199062,0.5086296
14.950000000000001,0.031488758,0.5078536
15.0,0.031164268,0.50706995
15.05,0.030673249,0.50638556
15.100000000000001,0.030209623,0.5058168
15.15,0.029704235,0.5052977
15.200000000000001,0.029238077,0.5050447
15.25,0.02882008,0.5049127
15.3,0.028372746,0.5047657
15.350000000000001,0.027848434,0.5045621
15.4,0.027278746,0.5043747
15.450000000000001,0.0265262,0.50438315
15.5,0.025779342,0.5043157
15.55,0.024982257,0.5042993
15.600000000000001,0.024388647,0.5041307
15.65,0.023690462,0.504006
15.700000000000001,0.022981267,0.5038866
15.75,0.02233388,0.50354606
15.8,0.021612765,0.5030291
15.850000000000001,0.021000724,0.50258213
15.9,0.020402197,0.5023041
15.950000000000001,0.019854814,0.5022233
16.0,0.019008363,0.5020605
16.05,0.018160786,0.5020365
16.1,0.017231924,0.50198054
16.150000000000002,0.016185952,0.50191104
16.2,0.015282522,0.5016751
16.25,0.014357038,0.50134826
16.3,0.013477031,0.5010465
16.35,0.01265738,0.50055057
16.400000000000002,0.011874213,0.49985808
16.45,0.011043124,0.49934977
16.5,0.010002107,0.49888787
16.55,0.009039909,0.49861342
16.6,0.0080953045,0.49837193
16.650000000000002,0.0072400216,0.49818435
16.7,0.0064560943,0.49816853
16.75,0.0056810244,0.49807107
16.8,0.0046303486,0.4980293
16.85,0.0033862642,0.49801356
16.900000000000002,0.0021321115,0.49792174
16.95,0.0010045677,0.49800053
17.0,5.7587444e-05,0.4981596
17.05,-0.001019474,0.49852404
17.1,-0.002279857,0.49894124
17.150000000000002,-0.0037847592,0.49937618
17.2,-0.004980437,0.49999994
17.25,-0.006095954,0.5006279
17.3,-0.007186704,0.5013554
17.35,-0.00807483,0.50187546
17.400000000000002,-0.009054636,0.50249755
17.45,-0.010005472,0.5032691
17.5,-0.010952877,0.504283
17.55,-0.011895158,0.50535697
17.6,-0.012970142,0.5062652
17.650000000000002,-0.0138371475,0.5069745
17.7,-0.014733321,0.50780755
17.75,-0.015841346,0.508774
17.8,-0.016809728,0.5096922
17.85,-0.01768626,0.5106145
17.900000000000002,-0.018403431,0.5114569
17.95,-0.019270472,0.512309
18.0,-0.020116467,0.5131689
18.05,-0.021024026,0.51400214
18.1,-0.021749247,0.514915
18.150000000000002,-0.02251913,0.51577175
18.2,-0.023437144,0.51667917
18.25,-0.02453422,0.51772445
18.3,-0.025493238,0.51872027
18.35,-0.026503615,0.5197424
18.400000000000002,-0.027637025,0.52083105
18.45,-0.029129012,0.52197737
18.5,-0.03050239,0.523132
18.55,-0.031658705,0.52395415
18.6,-0.032454997,0.5247844
18.650000000000002,-0.03302388,0.52573735
18.7,-0.03366405,0.52658165
18.75,-0.034054734,0.52735513
18.8,-0.03438228,0.52801526
18.85,-0.034662906,0.5285251
18.900000000000002,-0.03488915,0.52894056
18.95,-0.034936644,0.5293943
19.0,-0.035160307,0.5298708
19.05,-0.03519027,0.5302793
19.1,-0.035208255,0.5306202
19.150000000000002,-0.035133414,0.53090113
19.200000000000003,-0.035082716,0.53128624
19.25,-0.034886084,0.5316659
19.3,-0.03473355,0.53185916
19.35,-0.034577217,0.53195053
19.400000000000002,-0.03415374,0.53217995
19.450000000000003,-0.033808455,0.5324766
19.5,-0.033225693,0.53273004
19.55,-0.032518003,0.53291714
19.6,-0.031979714,0.533115
19.650000000000002,-0.03149837,0.53318065
19.700000000000003,-0.031129198,0.5331548
19.75,-0.030821223,0.53310055
19.8,-0.030645506,0.5331046
19.85,-0.030517895,0.5330078
19.900000000000002,-0.030323146,0.53275895
19.950000000000003,-0.03018683,0.53255314
20.0,-0.029944219,0.5323688
20.05,-0.02971648,0.53231233
20.1,-0.029264595,0.5324043
20.150000000000002,-0.028748013,0.53253764
20.200000000000003,-0.02827089,0.5328575
20.25,-0.027779363,0.533066
20.3,-0.027118135,0.533369
20.35,-0.026415862,0.5336718
20.400000000000002,-0.025702002,0.53383356
20.450000000000003,-0.025062459,0.53413165
20.5,-0.024402024,0.53461933
20.55,-0.023420222,0.53506213
20.6,-0.022689361,0.53559947
20.650000000000002,-0.021853156,0.53604734
20.700000000000003,-0.021114415,0.53660643
20.75,-0.020402536,0.53712523
20.8,-0.019678187,0.5375822
20.85,-0.018862396,0.53788424
20.900000000000002,-0.018114232,0.53818303
20.950000000000003,-0.017270187,0.5385627
21.0,-0.016378328,0.53897434
21.05,-0.015374466,0.5391627
21.1,-0.014650487,0.53954196
21.150000000000002,-0.013701374,0.5398818
21.200000000000003,-0.012816122,0.5401699
21.25,-0.012163582,0.5404524
21.3,-0.011503335,0.5406844
21.35,-0.010896139,0.54062253
21.400000000000002,-0.01033375,0.5405212
21.450000000000003,-0.00967695,0.54034644
21.5,-0.008997025,0.5402902
21.55,-0.007898223,0.5403017
21.6,-0.006693703,0.54039615
21.650000000000002,-0.0052321623,0.54050183
21.700000000000003,-0.003866921,0.5405472
21.75,-0.0024713608,0.5405718
21.8,-0.0009435856,0.54064554
21.85,0.00071350764,0.54057324
21.900000000000002,0.0022617166,0.5405766
21.950000000000003,0.003953213,0.540517
22.0,0.0054869046,0.54045945
22.05,0.007115154,0.54029214
22.1,0.008530914,0.54007006
22.150000000000002,0.009793068,0.5397779
22.200000000000003,0.01112867,0.53944796
22.25,0.012618313,0.5391359
22.3,0.014055427,0.538756
22.35,0.015731934,0.5382444
22.400000000000002,0.017272841,0.5377165
22.450000000000003,0.01877818,0.5372821
22.5,0.020244213,0.53689706
22.55,0.021645637,0.53634787
22.6,0.023047538,0.5358916
22.650000000000002,0.024288666,0.53531367
22.700000000000003,0.025639651,0.5348268
22.75,0.027020188,0.534393
22.8,0.028164035,0.5341051
22.85,0.029438708,0.5339761
22.900000000000002,0.030671436,0.53388965
22.950000000000003,0.03180408,0.53359777
23.0,0.032901794,0.53324574
23.05,0.033785235,0.5327626
23.1,0.03470761,0.53243375
23.150000000000002,0.035298828,0.5319399
23.200000000000003,0.035846043,0.53162855
23.25,0.03612324,0.53137416
23.3,0.036635105,0.5309828
23.35,0.037227314,0.53061193
23.400000000000002,0.037763976,0.5303668
23.450000000000003,0.038030516,0.5300939
23.5,0.03842665,0.5297438
23.55,0.038666938,0.5292241
23.6,0.03890734,0.5286341
23.650000000000002,0.039233178,0.5280348
23.700000000000003,0.039486412,0.52728844
23.75,0.039727014,0.5265852
23.8,0.039905597,0.5259457
23.85,0.040194537,0.52520674
23.900000000000002,0.040402755,0.52455956
23.950000000000003,0.040629424,0.52391654
24.0,0.040887997,0.5233234
24.05,0.04099659,0.52278966
24.1,0.041120805,0.5223289
24.150000000000002,0.041130703,0.5218447
24.200000000000003,0.04078139,0.52130383
24.25,0.040496454,0.52059853
24.3,0.04016575,0.5196944
24.35,0.039780237,0.5188349
24.400000000000002,0.03943284,0.5180507
24.450000000000003,0.03900302,0.517242
24.5,0.038644027,0.5166938
24.55,0.038308218,0.516094
24.6,0.037945792,0.5155016
24.650000000000002,0.0374589,0.5148933
24.700000000000003,0.037055142,0.51426303
24.75,0.036825787,0.51369643
24.8,0.03648151,0.51318645
24.85,0.036218915,0.5126769
24.900000000000002,0.03585471,0.5121673
24.950000000000003,0.035114225,0.51161766
25.0,0.03432671,0.51135457
25.05,0.03367066,0.51113874
25.1,0.032910857,0.5109551
25.150000000000002,0.032123405,0.510844
25.200000000000003,0.03140876,0.51071894
25.25,0.030496234,0.51055443
25.3,0.029622799,0.51063496
25.35,0.028864367,0.510738
25.400000000000002,0.028235022,0.5109777
25.450000000000003,0.027650587,0.51117355
25.5,0.027082616,0.5112561
25.55,0.026411997,0.511501
25.6,0.025578689,0.5119645
25.650000000000002,0.024856431,0.5124295
25.700000000000003,0.024164913,0.5130697
25.75,0.02345533,0.5135957
25.8,0.022529704,0.5140925
25.85,0.021441337,0.51470506
25.900000000000002,0.02044692,0.51522505
25.950000000000003,0.01947541,0.515589
26.0,0.018531432,0.5158018
26.05,0.017713897,0.51613015
26.1,0.016793974,0.5164155
26.150000000000002,0.015761953,0.51656044
26.200000000000003,0.015073727,0.5166305
26.25,0.014362521,0.51684946
26.3,0.013681834,0.517252
26.35,0.013193081,0.51770145
26.400000000000002,0.012860289,0.5182675
26.450000000000003,0.012566144,0.51874065
26.5,0.012117426,0.5192253
26.55,0.011551219,0.51979715
26.6,0.011025509,0.5202353
26.650000000000002,0.01057972,0.5205922
26.700000000000003,0.010274607,0.52096754
26.75,0.010018097,0.5215146
26.8,0.009708469,0.5221032
26.85,0.009401084,0.5225805
26.900000000000002,0.008956131,0.5230922
26.950000000000003,0.008509848,0.5236547
27.0,0.0079279,0.52424014
27.05,0.0076304474,0.5247813
27.1,0.0072774133,0.5253571
27.150000000000002,0.0069542257,0.5260553
27.200000000000003,0.0068493863,0.52650553
27.25,0.0067824116,0.5267732
27.3,0.006756136,0.52699465
27.35,0.006522164,0.5271843
27.400000000000002,0.006330673,0.52736926
27.450000000000003,0.0060088504,0.5274023
27.5,0.005550724,0.5273392
27.55,0.0049967505,0.52719927
27.6,0.004501396,0.5268521
27.650000000000002,0.0041505713,0.52657795
27.700000000000003,0.0037470078,0.52623177
27.75,0.0036753344,0.5260187
27.8,0.0035089345,0.52588785
27.85,0.0032354651,0.52582264
27.900000000000002,0.0030436418,0.5258461
27.950000000000003,0.0027703221,0.52581245
28.0,0.002481246,0.52573776
28.05,0.0023566475,0.5256811
28.1,0.002278243,0.5257418
28.150000000000002,0.0021241144,0.5256666
28.200000000000003,0.0019712322,0.52536094
28.25,0.0019805904,0.525136
28.3,0.001974338,0.524897
28.35,0.0021786012,0.5246056
28.400000000000002,0.0022403852,0.52450037
28.450000000000003,0.0023934674,0.5244307
28.5,0.0026960454,0.52411956
28.55,0.0030584268,0.5237937
28.6,0.0031834021,0.52339166
28.650000000000002,0.0030169177,0.5230182
28.700000000000003,0.0028755972,0.5226253
28.75,0.002514771,0.5220381
28.8,0.0020240636,0.521355
28.85,0.001683001,0.52082586
28.900000000000002,0.0016160341,0.52037954
28.950000000000003,0.0017474106,0.51990765
29.0,0.0018656756,0.5195968
29.05,0.0020217486,0.5193916
29.1,0.0023415035,0.5193261
29.150000000000002,0.0027156253,0.51919204
29.200000000000003,0.0032953033,0.5189348
29.25,0.0038480924,0.5188682
29.3,0.0044949856,0.5189158
29.35,0.0050933654,0.5189383
29.400000000000002,0.0055367495,0.5189018
29.450000000000003,0.00595252,0.5189073
29.5,0.0063734963,0.518872
29.55,0.006888831,0.51876
29.6,0.007589869,0.518719
29.650000000000002,0.008223047,0.5188367
29.700000000000003,0.00877775,0.5188609
29.75,0.009233209,0.5189018
29.8,0.0094274,0.5192616
29.85,0.009591656,0.5197144
29.900000000000002,0.00964875,0.52033126
29.950000000000003,0.009755861,0.52113575
30.0,0.009958986,0.522096
30.05,0.009960023,0.5229736
30.1,0.010057071,0.52384466
30.150000000000002,0.010434109,0.5246582
30.200000000000003,0.010841621,0.52565026
30.25,0.011211511,0.52653646
30.3,0.011454813,0.5272496
30.35,0.011775463,0.52800775
30.400000000000002,0.012052606,0.52894354
30.450000000000003,0.012370374,0.52981824
30.5,0.012651995,0.5306858
30.55,0.01312283,0.53153867
30.6,0.013703109,0.53227025
30.650000000000002,0.014257049,0.5327514
30.700000000000003,0.014848519,0.53317493
30.75,0.015594589,0.5337348
30.8,0.016387083,0.5342555
30.85,0.017463563,0.5348762
30.900000000000002,0.018456813,0.53553987
30.950000000000003,0.019482648,0.53613913
31.0,0.020536428,0.53670347
31.05,0.021710219,0.5372829
31.1,0.022966065,0.5377286
31.150000000000002,0.023899637,0.53805786
31.200000000000003,0.02490112,0.53813595
31.25,0.025964878,0.5382562
31.3,0.026817543,0.5381967
31.35,0.027483052,0.5379621
31.400000000000002,0.02812802,0.537777
31.450000000000003,0.02895756,0.5376509
31.5,0.02973704,0.53772616
31.55,0.030279996,0.5376973
31.6,0.030822199,0.53759885
31.650000000000002,0.031356357,0.53734374
31.700000000000003,0.03162855,0.5370226
31.75,0.031782657,0.53666914
31.8,0.031806055,0.5362287
31.85,0.031984176,0.5358397
31.900000000000002,0.032037985,0.5355353
31.950000000000003,0.0318278,0.53509176
32.0,0.03162791,0.5346581
32.050000000000004,0.0313698,0.53423357
32.1,0.031055346,0.5338199
32.15,0.030596308,0.5334287
32.2,0.030207478,0.53308064
32.25,0.029869296,0.5327267
32.300000000000004,0.029548122,0.5322834
32.35,0.02924884,0.53190506
32.4,0.028910067,0.53153384
32.45,0.028607901,0.53128207
32.5,0.028178316,0.5311893
32.550000000000004,0.027693711,0.53102684
32.6,0.02700707,0.53092825
32.65,0.026366623,0.5308563
32.7,0.025639761,0.53084856
32.75,0.024696726,0.53088325
32.800000000000004,0.023742812,0.5308769
32.85,0.0228855,0.5308051
32.9,0.02194554,0.53050303
32.95,0.020887487,0.530061
33.0,0.019973328,0.5295288
33.050000000000004,0.01906763,0.52895707
33.1,0.01817732,0.52836895
33.15,0.017259344,0.5276542
33.2,0.016305096,0.52703303
33.25,0.015434747,0.52653104
33.300000000000004,0.014547035,0.5259247
33.35,0.013694939,0.5252473
33.4,0.012981299,0.5244914
33.45,0.012074726,0.52362114
33.5,0.0109912455,0.5227503
33.550000000000004,0.010056585,0.52167606
33.6,0.009120437,0.5206573
33.65,0.008605457,0.5197319
33.7,0.008316883,0.5187307
33.75,0.008039712,0.5176559
33.800000000000004,0.00767411,0.5164423
33.85,0.007216842,0.51535463
33.9,0.006841755,0.514278
33.95,0.006556242,0.5131374
34.0,0.0061777555,0.51206344
34.050000000000004,0.005759255,0.5109314
34.1,0.005445675,0.5098536
34.15,0.005200251,0.50878423
34.2,0.0049470807,0.50777024
34.25,0.0048256996,0.50705713
34.300000000000004,0.0045453273,0.5064515
34.35,0.0040375064,0.5059027
34.4,0.0035133834,0.5055188
34.45,0.0029761733,0.5052333
34.5,0.0026042098,0.50516653
34.550000000000004,0.0023718986,0.5052199
34.6,0.002104434,0.5053444
34.65,0.0018725024,0.50558656
34.7,0.0019915083,0.50576097
34.75,0.0020432926,0.50609225
34.800000000000004,0.0022821422,0.5064363
34.85,0.0025763947,0.5068507
34.9,0.0029971777,0.50733066
34.95,0.0031630592,0.5078395
35.0,0.0031296276,0.50843936
35.050000000000004,0.0031403329,0.5092286
35.1,0.0032117406,0.5097737
35.15,0.0031979226,0.510351
35.2,0.0033457987,0.51110286
35.25,0.0034276666,0.51165324
35.300000000000004,0.003389159,0.5126015
35.35,0.003497756,0.51353824
35.4,0.0034730828,0.5146139
35.45,0.0035417515,0.51567805
35.5,0.0036139884,0.5166446
35.550000000000004,0.0037017758,0.51757514
35.6,0.003728429,0.5184494
35.65,0.0038004287,0.5194455
35.7,0.003753408,0.520403
35.75,0.0036631792,0.52125037
35.800000000000004,0.0035535665,0.52221787
35.85,0.0034439482,0.5233637
35.9,0.0033197168,0.5243581
35.95,0.0033790222,0.52537876
36.0,0.0034801112,0.52629995
36.050000000000004,0.0038823597,0.5271447
36.1,0.004084347,0.5280429
36.15,0.00425044,0.5288399
36.2,0.0043843086,0.52968574
36.25,0.0047924924,0.53082114
36.300000000000004,0.005350647,0.5321224
36.35,0.0057479637,0.5331987
36.4,0.0060335663,0.5342017
36.45,0.0064557586,0.53529626
36.5,0.0067975987,0.5362762
36.550000000000004,0.0071438034,0.53720593
36.6,0.00734355,0.53806186
36.65,0.007665012,0.5387154
36.7,0.008023812,0.53923845
36.75,0.008583982,0.5395221
36.800000000000004,0.009087033,0.5396721
36.85,0.009422146,0.5397165
36.9,0.009870381,0.53979295
36.95,0.010207789,0.53990036
37.0,0.0104419915,0.5398116
37.050000000000004,0.010878845,0.53983474
37.1,0.011413725,0.5397651
37.15,0.011602016,0.5395928
37.2,0.011673336,0.5392429
37.25,0.011760164,0.5388891
37.300000000000004,0.011885521,0.5383713
37.35,0.012183158,0.53802127
37.4,0.0123873735,0.53770727
37.45,0.012433771,0.5374482
37.5,0.012544286,0.5372284
37.550000000000004,0.012517749,0.5369326
37.6,0.012323003,0.5364622
37.65,0.0121346265,0.5358755
37.7,0.012082624,0.53527933
37.75,0.0121873515,0.53486496
37.800000000000004,0.012432548,0.5344268
37.85,0.012683926,0.533883
37.9,0.012974368,0.53349334
37.95,0.013062936,0.5331116
38.0,0.01335007,0.53278494
38.050000000000004,0.013620977,0.5324893
38.1,0.013988953,0.5323302
38.15,0.014197405,0.5320899
38.2,0.014296349,0.531931
38.25,0.014307184,0.5315827
38.300000000000004,0.014314733,0.5310953
38.35,0.014260651,0.53073734
38.400000000000006,0.014187779,0.53028893
38.45,0.014046862,0.5297541
38.5,0.014031599,0.5291253
38.550000000000004,0.01375293,0.52856505
38.6,0.013400521,0.52780473
38.650000000000006,0.013178297,0.52718526
38.7,0.012858626,0.5266421
38.75,0.012699724,0.5262779
38.800000000000004,0.012479382,0.5258253
38.85,0.012307817,0.5254223
38.900000000000006,0.012025239,0.5251481
38.95,0.011540321,0.52491575
39.0,0.011138727,0.5247423
39.050000000000004,0.010552069,0.5245359
